Chr	Start	End	Region	GenomeVersion
chr9	34898726	34899791	segmentaldup	GRCh38
chr9	34917096	34918393	segmentaldup	GRCh38
chr9	34921177	34923016	segmentaldup	GRCh38
chr9	35104171	35108740	segmentaldup	GRCh38
chr9	35145402	35148961	segmentaldup	GRCh38
chr9	35372444	35373495	segmentaldup	GRCh38
chr9	35373512	35374567	segmentaldup	GRCh38
chr9	35639039	35641070	segmentaldup	GRCh38
chr9	35942323	35943625	segmentaldup	GRCh38
chr9	35970942	35972459	segmentaldup	GRCh38
chr9	36302680	36304057	segmentaldup	GRCh38
chr9	37356832	37358139	segmentaldup	GRCh38
chr9	37476999	37480444	segmentaldup	GRCh38
chr9	37635442	37637016	segmentaldup	GRCh38
chr9	37836313	37837842	segmentaldup	GRCh38
chr9	37881900	37888587	segmentaldup	GRCh38
chr9	38241234	38244961	segmentaldup	GRCh38
chr9	38472159	38630393	segmentaldup	GRCh38
chr9	38774620	39586678	segmentaldup	GRCh38
chr9	39588991	40873597	segmentaldup	GRCh38
chr9	40880428	40908132	segmentaldup	GRCh38
chr9	40930670	41225986	segmentaldup	GRCh38
chr9	41230193	42244769	segmentaldup	GRCh38
chr9	42258946	42386633	segmentaldup	GRCh38
chr9	42389578	43199905	segmentaldup	GRCh38
chr9	43214668	43222167	segmentaldup	GRCh38
chr9	43236167	43270903	segmentaldup	GRCh38
chr9	43274935	43332174	segmentaldup	GRCh38
chr9	60525389	60551890	segmentaldup	GRCh38
chr9	60738432	60779521	segmentaldup	GRCh38
chr9	60829521	61003887	segmentaldup	GRCh38
chr9	61053887	61231966	segmentaldup	GRCh38
chr9	61281966	61468808	segmentaldup	GRCh38
chr9	61518808	61735365	segmentaldup	GRCh38
chr9	61785368	62149738	segmentaldup	GRCh38
chr9	62249738	62748832	segmentaldup	GRCh38
chr9	62798832	62883136	segmentaldup	GRCh38
chr9	62883195	62958371	segmentaldup	GRCh38
chr9	63008371	63202862	segmentaldup	GRCh38
chr9	63252862	63492264	segmentaldup	GRCh38
chr9	63542264	63916428	segmentaldup	GRCh38
chr9	63968447	64011925	segmentaldup	GRCh38
chr9	64011930	64135013	segmentaldup	GRCh38
chr9	64315162	64998121	segmentaldup	GRCh38
chr9	65130082	65325123	segmentaldup	GRCh38
chr9	65375123	65595191	segmentaldup	GRCh38
chr9	65645191	66391387	segmentaldup	GRCh38
chr9	66591387	67920552	segmentaldup	GRCh38
chr9	68220552	68416768	segmentaldup	GRCh38
chr9	68610229	68613098	segmentaldup	GRCh38
chr9	69072606	69074890	segmentaldup	GRCh38
chr9	69107158	69108216	segmentaldup	GRCh38
chr9	70701801	70737787	segmentaldup	GRCh38
chr9	70896677	70897921	segmentaldup	GRCh38
chr9	73191444	73194373	segmentaldup	GRCh38
chr9	73647648	73648855	segmentaldup	GRCh38
chr9	74722507	74724417	segmentaldup	GRCh38
chr9	74777481	74779037	segmentaldup	GRCh38
chr9	74804477	74806245	segmentaldup	GRCh38
chr9	74935161	74938759	segmentaldup	GRCh38
chr9	74981024	74982730	segmentaldup	GRCh38
chr9	75412724	75413781	segmentaldup	GRCh38
chr9	76398617	76399666	segmentaldup	GRCh38
chr9	77717484	77721514	segmentaldup	GRCh38
chr9	78149726	78151093	segmentaldup	GRCh38
chr9	78328977	78330093	segmentaldup	GRCh38
chr9	78741006	78742609	segmentaldup	GRCh38
chr9	80564316	80565931	segmentaldup	GRCh38
chr9	80849001	80852812	segmentaldup	GRCh38
chr9	81688216	81689600	segmentaldup	GRCh38
chr9	81903523	81953425	segmentaldup	GRCh38
chr9	81983335	81999587	segmentaldup	GRCh38
chr9	82055272	82064962	segmentaldup	GRCh38
chr9	82427256	82438194	segmentaldup	GRCh38
chr9	83617110	83618189	segmentaldup	GRCh38
chr9	83682396	83683739	segmentaldup	GRCh38
chr9	83808960	83822003	segmentaldup	GRCh38
chr9	83826070	83877281	segmentaldup	GRCh38
chr9	83877282	83916090	segmentaldup	GRCh38
chr9	83968086	83969442	segmentaldup	GRCh38
chr9	84078572	84080012	segmentaldup	GRCh38
chr9	85746676	85797070	segmentaldup	GRCh38
chr9	85801137	85852545	segmentaldup	GRCh38
chr9	86264550	86266192	segmentaldup	GRCh38
chr9	87816997	87819410	segmentaldup	GRCh38
chr9	87841300	87863166	segmentaldup	GRCh38
chr9	87908261	87942696	segmentaldup	GRCh38
chr9	87943692	87944960	segmentaldup	GRCh38
chr9	88110274	88140844	segmentaldup	GRCh38
chr9	88180974	88182553	segmentaldup	GRCh38
chr9	88324246	88325424	segmentaldup	GRCh38
chr9	88409561	88411498	segmentaldup	GRCh38
chr9	88836574	88837703	segmentaldup	GRCh38
chr9	89297490	89300130	segmentaldup	GRCh38
chr9	89449441	89451764	segmentaldup	GRCh38
chr9	89853918	89861821	segmentaldup	GRCh38
chr9	90210076	90234968	segmentaldup	GRCh38
chr9	90741329	90763175	segmentaldup	GRCh38
chr9	92099159	92109891	segmentaldup	GRCh38
chr9	92125660	92146744	segmentaldup	GRCh38
chr9	92146774	92161240	segmentaldup	GRCh38
chr9	92171264	92173494	segmentaldup	GRCh38
chr9	92197234	92204001	segmentaldup	GRCh38
chr9	92314265	92316132	segmentaldup	GRCh38
chr9	92614563	92616056	segmentaldup	GRCh38
chr9	92795233	92799483	segmentaldup	GRCh38
chr9	92800000	92802896	segmentaldup	GRCh38
chr9	92803309	92827280	segmentaldup	GRCh38
chr9	92876433	92900093	segmentaldup	GRCh38
chr9	93323368	93324914	segmentaldup	GRCh38
chr9	93327823	93330269	segmentaldup	GRCh38
chr9	93332219	93345952	segmentaldup	GRCh38
chr9	93354551	93356328	segmentaldup	GRCh38
chr9	93365719	93367276	segmentaldup	GRCh38
chr9	93509092	93518343	segmentaldup	GRCh38
chr9	93564225	93566112	segmentaldup	GRCh38
chr9	93596639	93625376	segmentaldup	GRCh38
chr9	94037963	94039222	segmentaldup	GRCh38
chr9	94286527	94288519	segmentaldup	GRCh38
chr9	94306786	94438761	segmentaldup	GRCh38
chr9	94482327	94493651	segmentaldup	GRCh38
chr9	94493674	94513394	segmentaldup	GRCh38
chr9	94520481	94524703	segmentaldup	GRCh38
chr9	94531491	94547629	segmentaldup	GRCh38
chr9	95184668	95187963	segmentaldup	GRCh38
chr9	95292993	95295017	segmentaldup	GRCh38
chr9	95388081	95391497	segmentaldup	GRCh38
chr9	96145978	96147965	segmentaldup	GRCh38
chr9	96500114	96503789	segmentaldup	GRCh38
chr9	96725848	96727434	segmentaldup	GRCh38
chr9	96897113	97027490	segmentaldup	GRCh38
chr9	97064643	97129729	segmentaldup	GRCh38
chr9	97131336	97270343	segmentaldup	GRCh38
chr9	97334020	97335163	segmentaldup	GRCh38
chr9	97698872	97700802	segmentaldup	GRCh38
chr9	97797643	97798846	segmentaldup	GRCh38
chr9	98607106	98609146	segmentaldup	GRCh38
chr9	98709140	98720221	segmentaldup	GRCh38
chr9	99305118	99306813	segmentaldup	GRCh38
chr9	99997408	99999163	segmentaldup	GRCh38
chr9	100441899	100451234	segmentaldup	GRCh38
chr9	100731360	100733289	segmentaldup	GRCh38
chr9	101124621	101127478	segmentaldup	GRCh38
chr9	101821538	101822989	segmentaldup	GRCh38
chr9	103205021	103206549	segmentaldup	GRCh38
chr9	103999907	104004396	segmentaldup	GRCh38
chr9	104499657	104501884	segmentaldup	GRCh38
chr9	104598479	104601558	segmentaldup	GRCh38
chr9	104602749	104607727	segmentaldup	GRCh38
chr9	104614415	104618206	segmentaldup	GRCh38
chr9	105526380	105527706	segmentaldup	GRCh38
chr9	105709012	105710723	segmentaldup	GRCh38
chr9	105758047	105765226	segmentaldup	GRCh38
chr9	107169305	107171148	segmentaldup	GRCh38
chr9	107456082	107458313	segmentaldup	GRCh38
chr9	108452146	108454101	segmentaldup	GRCh38
chr9	108939194	108940954	segmentaldup	GRCh38
chr9	109532428	109534473	segmentaldup	GRCh38
chr9	112513450	112515915	segmentaldup	GRCh38
chr9	113058667	113090673	segmentaldup	GRCh38
chr9	113104738	113111681	segmentaldup	GRCh38
chr9	113112891	113119829	segmentaldup	GRCh38
chr9	113260270	113264489	segmentaldup	GRCh38
chr9	113406749	113408984	segmentaldup	GRCh38
chr9	114321965	114328691	segmentaldup	GRCh38
chr9	114328738	114335469	segmentaldup	GRCh38
chr9	114845649	114846811	segmentaldup	GRCh38
chr9	114848386	114850262	segmentaldup	GRCh38
chr9	114882187	114883743	segmentaldup	GRCh38
chr9	118274045	118275181	segmentaldup	GRCh38
chr9	120494758	120497454	segmentaldup	GRCh38
chr9	121519365	121520489	segmentaldup	GRCh38
chr9	122322536	122325086	segmentaldup	GRCh38
chr9	122688196	122690020	segmentaldup	GRCh38
chr9	124725795	124729421	segmentaldup	GRCh38
chr9	124966644	124968449	segmentaldup	GRCh38
chr9	125151496	125152528	segmentaldup	GRCh38
chr9	125194574	125196242	segmentaldup	GRCh38
chr9	125595628	125596976	segmentaldup	GRCh38
chr9	127372148	127374016	segmentaldup	GRCh38
chr9	128130471	128138388	segmentaldup	GRCh38
chr9	128251102	128256357	segmentaldup	GRCh38
chr9	128694638	128696391	segmentaldup	GRCh38
chr9	129386384	129395096	segmentaldup	GRCh38
chr9	129395315	129423850	segmentaldup	GRCh38
chr9	129446610	129456645	segmentaldup	GRCh38
chr9	129469055	129474602	segmentaldup	GRCh38
chr9	129565131	129574412	segmentaldup	GRCh38
chr9	133019130	133021178	segmentaldup	GRCh38
chr9	133060149	133071899	segmentaldup	GRCh38
chr9	133080625	133087396	segmentaldup	GRCh38
chr9	133204336	133223985	segmentaldup	GRCh38
chr9	133224843	133237741	segmentaldup	GRCh38
chr9	133243058	133246190	segmentaldup	GRCh38
chr9	133303380	133318732	segmentaldup	GRCh38
chr9	134011872	134014224	segmentaldup	GRCh38
chr9	134030306	134032046	segmentaldup	GRCh38
chr9	134114390	134119182	segmentaldup	GRCh38
chr9	134464585	134466979	segmentaldup	GRCh38
chr9	134572854	134573879	segmentaldup	GRCh38
chr9	134573941	134574966	segmentaldup	GRCh38
chr9	134582493	134585190	segmentaldup	GRCh38
chr9	135484446	135488643	segmentaldup	GRCh38
chr9	135512728	135525234	segmentaldup	GRCh38
chr9	135533941	135550910	segmentaldup	GRCh38
chr9	136115442	136117027	segmentaldup	GRCh38
chr9	136206357	136207446	segmentaldup	GRCh38
chr9	136837179	136839653	segmentaldup	GRCh38
chr9	136840600	136847056	segmentaldup	GRCh38
chr9	137062126	137065669	segmentaldup	GRCh38
chr9	137565390	137568608	segmentaldup	GRCh38
chr9	137882742	137891226	segmentaldup	GRCh38
chr9	138125052	138334717	segmentaldup	GRCh38
chrX	10000	43026	segmentaldup	GRCh38
chrX	95492	133871	segmentaldup	GRCh38
chrX	222397	249550	segmentaldup	GRCh38
chrX	268179	270819	segmentaldup	GRCh38
chrX	271348	273085	segmentaldup	GRCh38
chrX	273159	274903	segmentaldup	GRCh38
chrX	320315	327304	segmentaldup	GRCh38
chrX	512000	515872	segmentaldup	GRCh38
chrX	834089	847577	segmentaldup	GRCh38
chrX	850387	853246	segmentaldup	GRCh38
chrX	881502	882786	segmentaldup	GRCh38
chrX	892146	920209	segmentaldup	GRCh38
chrX	967504	982153	segmentaldup	GRCh38
chrX	996684	999540	segmentaldup	GRCh38
chrX	1013292	1017828	segmentaldup	GRCh38
chrX	1296203	1297402	segmentaldup	GRCh38
chrX	1297411	1298734	segmentaldup	GRCh38
chrX	1365276	1366514	segmentaldup	GRCh38
chrX	1366638	1367835	segmentaldup	GRCh38
chrX	1637186	1639816	segmentaldup	GRCh38
chrX	1639818	1642621	segmentaldup	GRCh38
chrX	1816991	1820188	segmentaldup	GRCh38
chrX	1947467	1949345	segmentaldup	GRCh38
chrX	2133006	2134868	segmentaldup	GRCh38
chrX	2276806	2279436	segmentaldup	GRCh38
chrX	2279727	2282342	segmentaldup	GRCh38
chrX	2630017	2631172	segmentaldup	GRCh38
chrX	2631175	2632418	segmentaldup	GRCh38
chrX	2744338	2749696	segmentaldup	GRCh38
chrX	2751600	2780392	segmentaldup	GRCh38
chrX	2780766	2818886	segmentaldup	GRCh38
chrX	2821919	2824937	segmentaldup	GRCh38
chrX	2827277	2847295	segmentaldup	GRCh38
chrX	2884632	2892483	segmentaldup	GRCh38
chrX	2896320	2918734	segmentaldup	GRCh38
chrX	2918791	2925986	segmentaldup	GRCh38
chrX	2929009	2941880	segmentaldup	GRCh38
chrX	3033953	3053606	segmentaldup	GRCh38
chrX	3112358	3152415	segmentaldup	GRCh38
chrX	3224029	3242364	segmentaldup	GRCh38
chrX	3275344	3281530	segmentaldup	GRCh38
chrX	3284519	3414205	segmentaldup	GRCh38
chrX	3428838	3451899	segmentaldup	GRCh38
chrX	3452127	3473421	segmentaldup	GRCh38
chrX	3474147	3482998	segmentaldup	GRCh38
chrX	3489315	3499178	segmentaldup	GRCh38
chrX	3510108	3527752	segmentaldup	GRCh38
chrX	3528679	3532007	segmentaldup	GRCh38
chrX	3535885	3537747	segmentaldup	GRCh38
chrX	3539753	3546781	segmentaldup	GRCh38
chrX	3564258	3574971	segmentaldup	GRCh38
chrX	3575322	3582761	segmentaldup	GRCh38
chrX	3604119	3617943	segmentaldup	GRCh38
chrX	3618075	3649583	segmentaldup	GRCh38
chrX	3654955	3668225	segmentaldup	GRCh38
chrX	3669764	3689281	segmentaldup	GRCh38
chrX	3699919	3716562	segmentaldup	GRCh38
chrX	3760227	3771218	segmentaldup	GRCh38
chrX	3816562	3861412	segmentaldup	GRCh38
chrX	3892104	3938289	segmentaldup	GRCh38
chrX	6527561	6537770	segmentaldup	GRCh38
chrX	6709739	6712094	segmentaldup	GRCh38
chrX	7003885	7044785	segmentaldup	GRCh38
chrX	7598660	7599946	segmentaldup	GRCh38
chrX	7752196	7761567	segmentaldup	GRCh38
chrX	7840853	7852088	segmentaldup	GRCh38
chrX	7973686	7984426	segmentaldup	GRCh38
chrX	8000352	8006947	segmentaldup	GRCh38
chrX	8156914	8181346	segmentaldup	GRCh38
chrX	8460017	8470723	segmentaldup	GRCh38
chrX	8470726	8477667	segmentaldup	GRCh38
chrX	8486177	8504130	segmentaldup	GRCh38
chrX	8506328	8544652	segmentaldup	GRCh38
chrX	8679414	8683329	segmentaldup	GRCh38
chrX	8779065	8782099	segmentaldup	GRCh38
chrX	8784550	8801115	segmentaldup	GRCh38
chrX	8802139	8810115	segmentaldup	GRCh38
chrX	8816489	8818838	segmentaldup	GRCh38
chrX	8818881	8821285	segmentaldup	GRCh38
chrX	8991752	8992946	segmentaldup	GRCh38
chrX	9007908	9033761	segmentaldup	GRCh38
chrX	9199702	9200926	segmentaldup	GRCh38
chrX	9404324	9409074	segmentaldup	GRCh38
chrX	9409093	9414675	segmentaldup	GRCh38
chrX	9553483	9554990	segmentaldup	GRCh38
chrX	10448385	10449439	segmentaldup	GRCh38
chrX	11201910	11209998	segmentaldup	GRCh38
chrX	11214334	11234351	segmentaldup	GRCh38
chrX	12004992	12006185	segmentaldup	GRCh38
chrX	12537877	12545591	segmentaldup	GRCh38
chrX	12583391	12585825	segmentaldup	GRCh38
chrX	12856627	12864440	segmentaldup	GRCh38
chrX	13030767	13045072	segmentaldup	GRCh38
chrX	13708748	13709822	segmentaldup	GRCh38
chrX	13712260	13714505	segmentaldup	GRCh38
chrX	14260488	14263073	segmentaldup	GRCh38
chrX	14834149	14835418	segmentaldup	GRCh38
chrX	15319464	15325155	segmentaldup	GRCh38
chrX	15371184	15372443	segmentaldup	GRCh38
chrX	15551944	15553640	segmentaldup	GRCh38
chrX	15830061	15833009	segmentaldup	GRCh38
chrX	17098379	17100312	segmentaldup	GRCh38
chrX	17760335	17764950	segmentaldup	GRCh38
chrX	17774889	17776983	segmentaldup	GRCh38
chrX	17866870	17868374	segmentaldup	GRCh38
chrX	18058791	18060205	segmentaldup	GRCh38
chrX	18228769	18230835	segmentaldup	GRCh38
chrX	18231732	18236035	segmentaldup	GRCh38
chrX	20125781	20128311	segmentaldup	GRCh38
chrX	21557049	21558333	segmentaldup	GRCh38
chrX	21857870	21859065	segmentaldup	GRCh38
chrX	21859072	21860267	segmentaldup	GRCh38
chrX	22435501	22439748	segmentaldup	GRCh38
chrX	23076678	23078380	segmentaldup	GRCh38
chrX	23582574	23585162	segmentaldup	GRCh38
chrX	23972455	23975811	segmentaldup	GRCh38
chrX	24040715	24044654	segmentaldup	GRCh38
chrX	24048961	24054214	segmentaldup	GRCh38
chrX	24076720	24078802	segmentaldup	GRCh38
chrX	24134064	24136436	segmentaldup	GRCh38
chrX	24308393	24316396	segmentaldup	GRCh38
chrX	24360245	24367656	segmentaldup	GRCh38
chrX	25029959	25034952	segmentaldup	GRCh38
chrX	25735317	25737573	segmentaldup	GRCh38
chrX	26158973	26166032	segmentaldup	GRCh38
chrX	26191944	26199290	segmentaldup	GRCh38
chrX	26504256	26505447	segmentaldup	GRCh38
chrX	26557629	26559410	segmentaldup	GRCh38
chrX	26686831	26688017	segmentaldup	GRCh38
chrX	26747924	26749683	segmentaldup	GRCh38
chrX	27282005	27283037	segmentaldup	GRCh38
chrX	27284302	27285335	segmentaldup	GRCh38
chrX	27305728	27307652	segmentaldup	GRCh38
chrX	27350428	27351473	segmentaldup	GRCh38
chrX	27515170	27519763	segmentaldup	GRCh38
chrX	27591932	27593852	segmentaldup	GRCh38
chrX	27746851	27751280	segmentaldup	GRCh38
chrX	27976365	27981378	segmentaldup	GRCh38
chrX	28658536	28659541	segmentaldup	GRCh38
chrX	29374310	29375733	segmentaldup	GRCh38
chrX	30230869	30232046	segmentaldup	GRCh38
chrX	30232171	30233783	segmentaldup	GRCh38
chrX	30728727	30730608	segmentaldup	GRCh38
chrX	32205796	32207059	segmentaldup	GRCh38
chrX	34126734	34128323	segmentaldup	GRCh38
chrX	34458682	34460049	segmentaldup	GRCh38
chrX	34656213	34657525	segmentaldup	GRCh38
chrX	34937554	34948660	segmentaldup	GRCh38
chrX	35022074	35026139	segmentaldup	GRCh38
chrX	36211017	36212187	segmentaldup	GRCh38
chrX	36719671	36722319	segmentaldup	GRCh38
chrX	36743659	36744677	segmentaldup	GRCh38
chrX	36744678	36746510	segmentaldup	GRCh38
chrX	36787851	36791923	segmentaldup	GRCh38
chrX	36843404	36845522	segmentaldup	GRCh38
chrX	36858917	36860143	segmentaldup	GRCh38
chrX	36957452	36958742	segmentaldup	GRCh38
chrX	36960993	36963856	segmentaldup	GRCh38
chrX	36968332	36993319	segmentaldup	GRCh38
chrX	37003429	37015439	segmentaldup	GRCh38
chrX	37029184	37042077	segmentaldup	GRCh38
chrX	37042089	37062661	segmentaldup	GRCh38
chrX	37085008	37099262	segmentaldup	GRCh38
chrX	37488248	37509737	segmentaldup	GRCh38
chrX	37513648	37526103	segmentaldup	GRCh38
chrX	37538194	37539537	segmentaldup	GRCh38
chrX	37564152	37595577	segmentaldup	GRCh38
chrX	37749556	37751167	segmentaldup	GRCh38
chrX	37838837	37840652	segmentaldup	GRCh38
chrX	37994095	37996647	segmentaldup	GRCh38
chrX	38887686	38889021	segmentaldup	GRCh38
chrX	39786917	39788213	segmentaldup	GRCh38
chrX	40358445	40360732	segmentaldup	GRCh38
chrX	40619594	40622086	segmentaldup	GRCh38
chrX	40834799	40837800	segmentaldup	GRCh38
chrX	40889188	40891572	segmentaldup	GRCh38
chrX	40935905	40937244	segmentaldup	GRCh38
chrX	41077234	41080249	segmentaldup	GRCh38
chrX	41321510	41323449	segmentaldup	GRCh38
chrX	41348636	41350211	segmentaldup	GRCh38
chrX	41673851	41676591	segmentaldup	GRCh38
chrX	43277364	43279665	segmentaldup	GRCh38
chrX	43304055	43306185	segmentaldup	GRCh38
chrX	43407041	43408747	segmentaldup	GRCh38
chrX	43472284	43474855	segmentaldup	GRCh38
chrX	43901046	43903748	segmentaldup	GRCh38
chrX	43989037	43990415	segmentaldup	GRCh38
chrX	43992528	43993914	segmentaldup	GRCh38
chrX	44030739	44031791	segmentaldup	GRCh38
chrX	44283725	44289176	segmentaldup	GRCh38
chrX	44307369	44309682	segmentaldup	GRCh38
chrX	44440846	44446825	segmentaldup	GRCh38
chrX	44475954	44477470	segmentaldup	GRCh38
chrX	44633468	44636065	segmentaldup	GRCh38
chrX	44741008	44742037	segmentaldup	GRCh38
chrX	45527826	45528855	segmentaldup	GRCh38
chrX	45632057	45633809	segmentaldup	GRCh38
chrX	45983321	45984369	segmentaldup	GRCh38
chrX	46439499	46440786	segmentaldup	GRCh38
chrX	46453459	46455150	segmentaldup	GRCh38
chrX	46459040	46464105	segmentaldup	GRCh38
chrX	46527570	46535030	segmentaldup	GRCh38
chrX	46561305	46562748	segmentaldup	GRCh38
chrX	46724151	46725211	segmentaldup	GRCh38
chrX	47266055	47269238	segmentaldup	GRCh38
chrX	47325910	47329416	segmentaldup	GRCh38
chrX	47509794	47514380	segmentaldup	GRCh38
chrX	47635520	47639340	segmentaldup	GRCh38
chrX	47804117	47808708	segmentaldup	GRCh38
chrX	47840118	47841711	segmentaldup	GRCh38
chrX	47905521	47906553	segmentaldup	GRCh38
chrX	47953754	47958708	segmentaldup	GRCh38
chrX	48004314	48020771	segmentaldup	GRCh38
chrX	48027441	48032991	segmentaldup	GRCh38
chrX	48090926	48092708	segmentaldup	GRCh38
chrX	48094998	48096978	segmentaldup	GRCh38
chrX	48103983	48127190	segmentaldup	GRCh38
chrX	48127199	48143000	segmentaldup	GRCh38
chrX	48144398	48148390	segmentaldup	GRCh38
chrX	48150442	48154429	segmentaldup	GRCh38
chrX	48157193	48232203	segmentaldup	GRCh38
chrX	48236055	48443955	segmentaldup	GRCh38
chrX	48443987	48447779	segmentaldup	GRCh38
chrX	49155846	49157442	segmentaldup	GRCh38
chrX	49162798	49164374	segmentaldup	GRCh38
chrX	49300509	49347666	segmentaldup	GRCh38
chrX	49528394	49599999	segmentaldup	GRCh38
chrX	49600000	49606699	segmentaldup	GRCh38
chrX	49631626	49633394	segmentaldup	GRCh38
chrX	49663751	49668689	segmentaldup	GRCh38
chrX	49836185	49837392	segmentaldup	GRCh38
chrX	49877729	49878948	segmentaldup	GRCh38
chrX	50204972	50209960	segmentaldup	GRCh38
chrX	50210790	50214405	segmentaldup	GRCh38
chrX	50905354	50906368	segmentaldup	GRCh38
chrX	50990225	50993330	segmentaldup	GRCh38
chrX	50996121	51040256	segmentaldup	GRCh38
chrX	51077839	51081476	segmentaldup	GRCh38
chrX	51154075	51184010	segmentaldup	GRCh38
chrX	51290913	51296426	segmentaldup	GRCh38
chrX	51314554	51334611	segmentaldup	GRCh38
chrX	51494772	51526125	segmentaldup	GRCh38
chrX	51617596	51619037	segmentaldup	GRCh38
chrX	51667324	51692963	segmentaldup	GRCh38
chrX	51700363	51725664	segmentaldup	GRCh38
chrX	51869486	51873046	segmentaldup	GRCh38
chrX	51903394	51904535	segmentaldup	GRCh38
chrX	51919767	51922376	segmentaldup	GRCh38
chrX	52037052	52068673	segmentaldup	GRCh38
chrX	52185421	52213786	segmentaldup	GRCh38
chrX	52262297	52266091	segmentaldup	GRCh38
chrX	52266756	52268901	segmentaldup	GRCh38
chrX	52336321	52340891	segmentaldup	GRCh38
chrX	52444265	52465815	segmentaldup	GRCh38
chrX	52469823	52471267	segmentaldup	GRCh38
chrX	52471268	52502274	segmentaldup	GRCh38
chrX	52510614	52549883	segmentaldup	GRCh38
chrX	52598251	52604273	segmentaldup	GRCh38
chrX	52604278	52789251	segmentaldup	GRCh38
chrX	52789253	52795541	segmentaldup	GRCh38
chrX	52796620	52808889	segmentaldup	GRCh38
chrX	52812263	52821392	segmentaldup	GRCh38
chrX	52823103	52857697	segmentaldup	GRCh38
chrX	52862935	52922707	segmentaldup	GRCh38
chrX	52934053	52976820	segmentaldup	GRCh38
chrX	53141687	53143922	segmentaldup	GRCh38
chrX	53156792	53159108	segmentaldup	GRCh38
chrX	53334249	53339854	segmentaldup	GRCh38
chrX	53756716	53761892	segmentaldup	GRCh38
chrX	53766557	53771527	segmentaldup	GRCh38
chrX	54343672	54346275	segmentaldup	GRCh38
chrX	54772559	54790514	segmentaldup	GRCh38
chrX	54819338	54843458	segmentaldup	GRCh38
chrX	54933430	54934571	segmentaldup	GRCh38
chrX	54949969	54952161	segmentaldup	GRCh38
chrX	55072260	55082483	segmentaldup	GRCh38
chrX	55087523	55094045	segmentaldup	GRCh38
chrX	55181588	55183179	segmentaldup	GRCh38
chrX	55218658	55224239	segmentaldup	GRCh38
chrX	55277296	55288054	segmentaldup	GRCh38
chrX	55453529	55480141	segmentaldup	GRCh38
chrX	55493063	55519672	segmentaldup	GRCh38
chrX	55631867	55652126	segmentaldup	GRCh38
chrX	55652521	55664420	segmentaldup	GRCh38
chrX	56312421	56314949	segmentaldup	GRCh38
chrX	56733316	56737487	segmentaldup	GRCh38
chrX	57116600	57121527	segmentaldup	GRCh38
chrX	57132319	57137494	segmentaldup	GRCh38
chrX	57573863	57594728	segmentaldup	GRCh38
chrX	57907752	57929660	segmentaldup	GRCh38
chrX	57975526	57978447	segmentaldup	GRCh38
chrX	57984607	57986327	segmentaldup	GRCh38
chrX	62779175	62780626	segmentaldup	GRCh38
chrX	63128122	63178944	segmentaldup	GRCh38
chrX	63200000	63251030	segmentaldup	GRCh38
chrX	63297675	63299666	segmentaldup	GRCh38
chrX	64308172	64309463	segmentaldup	GRCh38
chrX	64433379	64435674	segmentaldup	GRCh38
chrX	64612203	64613293	segmentaldup	GRCh38
chrX	64695991	64698236	segmentaldup	GRCh38
chrX	64851343	64852405	segmentaldup	GRCh38
chrX	64884758	64887914	segmentaldup	GRCh38
chrX	65305171	65306199	segmentaldup	GRCh38
chrX	65406626	65408106	segmentaldup	GRCh38
chrX	65518839	65520274	segmentaldup	GRCh38
chrX	65548752	65551017	segmentaldup	GRCh38
chrX	65656450	65657900	segmentaldup	GRCh38
chrX	65738523	65741927	segmentaldup	GRCh38
chrX	65771762	65773819	segmentaldup	GRCh38
chrX	65783206	65786432	segmentaldup	GRCh38
chrX	65795620	65798029	segmentaldup	GRCh38
chrX	65818250	65822174	segmentaldup	GRCh38
chrX	65955604	65957344	segmentaldup	GRCh38
chrX	66053078	66055890	segmentaldup	GRCh38
chrX	66072520	66076363	segmentaldup	GRCh38
chrX	67948710	67949900	segmentaldup	GRCh38
chrX	68070346	68071776	segmentaldup	GRCh38
chrX	68133431	68135326	segmentaldup	GRCh38
chrX	68629561	68631273	segmentaldup	GRCh38
chrX	68688041	68689752	segmentaldup	GRCh38
chrX	68783376	68786431	segmentaldup	GRCh38
chrX	69174009	69175229	segmentaldup	GRCh38
chrX	69935466	69938167	segmentaldup	GRCh38
chrX	70354500	70355818	segmentaldup	GRCh38
chrX	71040195	71045481	segmentaldup	GRCh38
chrX	71349492	71352668	segmentaldup	GRCh38
chrX	71413835	71417018	segmentaldup	GRCh38
chrX	71419231	71420929	segmentaldup	GRCh38
chrX	71520411	71521494	segmentaldup	GRCh38
chrX	71522077	71523158	segmentaldup	GRCh38
chrX	71590983	71593182	segmentaldup	GRCh38
chrX	71593194	71595384	segmentaldup	GRCh38
chrX	71679992	71805164	segmentaldup	GRCh38
chrX	71854322	71857617	segmentaldup	GRCh38
chrX	72660459	72661737	segmentaldup	GRCh38
chrX	72680596	72682961	segmentaldup	GRCh38
chrX	72735187	72990952	segmentaldup	GRCh38
chrX	72996064	73005560	segmentaldup	GRCh38
chrX	73077479	73086958	segmentaldup	GRCh38
chrX	73223055	73226286	segmentaldup	GRCh38
chrX	73522483	73525070	segmentaldup	GRCh38
chrX	73684317	73687106	segmentaldup	GRCh38
chrX	73769088	73771480	segmentaldup	GRCh38
chrX	74065737	74067384	segmentaldup	GRCh38
chrX	74107818	74108818	segmentaldup	GRCh38
chrX	74159617	74162525	segmentaldup	GRCh38
chrX	74178529	74179903	segmentaldup	GRCh38
